issue,red1,red2,red3,red4,red5,blue1,blue2,pool_money,first_prize_count,first_prize_money,second_prize_count,second_prize_money,sales_money,date
10058,6,15,17,19,30,1,12,46478096,0,0,9,436453,62359762,2010-05-22
10059,6,10,14,25,34,1,3,54737276,1,5000000,6,453305,54852390,2010-05-24
10060,10,13,22,33,34,1,5,65434443,0,0,6,396191,56201529,2010-05-26
10061,5,12,14,17,22,5,7,78749467,0,0,13,239910,62194144,2010-05-29
10062,6,7,18,30,31,7,8,73712297,2,5000000,36,57081,56542229,2010-05-31
10063,7,14,16,30,31,3,6,68246190,3,5000000,15,198950,57039300,2010-06-02
10064,7,10,12,20,21,6,9,54844960,4,5000000,16,166320,61531531,2010-06-05
10065,5,8,13,14,32,8,11,60429879,0,0,34,40915,55131467,2010-06-07
10066,15,21,22,24,27,1,6,75835656,0,0,5,662614,56677441,2010-06-09
10067,1,11,19,30,32,3,10,73803088,1,5000000,78,12000,62600663,2010-06-12
10068,11,17,19,20,34,6,10,85182926,0,0,12,210737,53032771,2010-06-14
10069,6,17,18,25,29,8,9,79271311,2,5000000,59,15892,53568152,2010-06-16
10070,5,14,23,25,28,11,12,88617245,0,0,31,68468,61210368,2010-06-19
10071,7,12,26,30,32,2,7,24617245,11,5000000,66,12000,55331384,2010-06-21
10072,5,10,17,23,25,3,10,17882324,2,5000000,18,121112,54533355,2010-06-23
10073,4,9,11,30,32,1,11,26812404,1,5000000,13,250992,60608663,2010-06-26
10074,3,7,20,27,32,2,12,35805486,0,0,21,97485,52999626,2010-06-28
10075,10,12,17,23,27,5,7,47447468,0,0,12,246391,53735820,2010-06-30
10076,9,12,16,19,35,2,12,54438161,1,5000000,7,525989,58643115,2010-07-03
10077,6,7,9,17,24,2,12,68192388,0,0,3,1018831,51385724,2010-07-05
10078,2,3,15,28,35,1,11,64693013,3,5000000,37,80283,52509206,2010-07-07
10079,1,4,21,22,24,2,5,73622943,1,5000000,12,309554,57860042,2010-07-10
10080,8,19,27,29,34,4,10,57991262,3,5000000,42,13323,51730394,2010-07-12
10081,14,18,20,24,27,5,10,58837329,2,5000000,15,185402,53790383,2010-07-14
10082,5,8,24,29,30,4,6,59997130,1,5000000,27,76811,59031323,2010-07-17
10083,7,11,21,22,35,4,7,70427784,0,0,19,126432,52191517,2010-07-19
10084,3,13,14,22,26,2,5,71587264,2,5000000,11,232489,53749055,2010-07-21
10085,2,10,16,18,34,2,3,83772375,0,0,12,257885,58856786,2010-07-24
10086,1,2,12,19,35,5,7,94543919,0,0,17,148062,53608302,2010-07-26
10087,1,12,20,21,24,2,8,98174483,1,5000000,29,73295,55063233,2010-07-28
10088,3,5,14,30,35,3,6,108164091,0,0,20,118923,59905393,2010-07-31
10089,4,10,13,18,23,8,10,118078333,0,0,21,115956,57414129,2010-08-02
10090,8,24,26,31,32,7,9,124236856,0,0,24,62207,58501458,2010-08-04
10091,6,10,23,26,31,5,7,139768200,0,0,14,272479,66214621,2010-08-07
10092,2,15,29,30,34,2,12,131117725,2,6115262,44,36065,59055333,2010-08-09
10093,2,4,9,28,29,5,8,133909187,1,10000000,15,203039,61816350,2010-08-11
10094,20,32,33,34,35,6,7,52909187,15,5000000,161,12000,68284989,2010-08-14
10095,12,14,16,19,25,1,6,64588531,0,0,12,235946,56577946,2010-08-16
10096,4,9,24,30,35,1,10,66555735,2,5000000,16,167960,58771688,2010-08-18
10097,9,17,21,28,29,2,8,76027560,0,0,12,191350,64370716,2010-08-21
10098,2,3,12,13,25,1,7,71443015,3,5000000,21,141962,59220089,2010-08-23
10099,3,11,17,21,30,1,8,85858323,0,0,21,168600,58457907,2010-08-25
10100,19,20,30,33,35,6,8,83319869,3,5000000,26,114588,64495368,2010-08-28
10101,11,15,22,27,35,5,8,91341852,1,5000000,15,199570,58593813,2010-08-30
10102,4,15,19,24,35,1,10,101077959,1,5000000,13,236724,58562191,2010-09-01
10103,10,14,29,30,35,5,8,99498286,1,7675135,28,93864,67247961,2010-09-04
10104,14,25,30,32,33,1,11,110525988,0,0,23,110553,60416556,2010-09-06
10105,5,17,26,27,35,8,9,100765234,3,6164276,31,69717,62352316,2010-09-08
10106,5,27,28,29,34,9,12,100354171,1,8059291,49,36290,68873822,2010-09-11
10107,14,17,22,27,34,3,5,115890519,0,0,8,481747,62175316,2010-09-13
10108,1,10,13,19,34,9,12,131279571,0,0,4,892118,62114953,2010-09-15
10109,1,2,8,11,25,10,12,135660685,1,10000000,20,154635,69672110,2010-09-18
10110,21,29,30,33,35,7,11,107660685,5,5000000,127,12000,61233010,2010-09-20
10111,3,6,13,14,29,1,2,110317336,1,10000000,14,213614,57890101,2010-09-22
10112,14,15,18,34,35,8,10,122285420,0,0,34,72205,68835336,2010-09-25
10113,5,16,22,23,32,4,10,120731074,1,7297103,63,21448,63320398,2010-09-27
10114,3,7,22,25,35,3,11,134831903,0,0,14,229281,63838591,2010-09-29
10115,5,7,10,15,32,3,8,136016248,1,8826809,11,304621,65524983,2010-10-02
10116,14,22,27,28,35,4,10,145289370,0,0,25,88315,56784987,2010-10-04
10117,4,6,21,27,34,5,9,145087752,1,8198920,17,117176,62632305,2010-10-06
10118,19,22,23,29,35,8,10,137943639,2,6501509,25,99336,76404009,2010-10-09
10119,5,13,14,23,26,2,3,152111523,0,0,40,72655,67852382,2010-10-11
10120,8,10,18,34,35,6,10,136207855,4,6028453,34,85241,69038409,2010-10-13
10121,21,22,31,32,34,2,12,127295616,3,6682917,41,87047,74948552,2010-10-16
10122,5,6,11,13,26,2,7,117473947,3,6514505,11,297935,66373725,2010-10-18
10123,18,20,30,32,33,1,11,110462088,2,5996047,39,28377,66411141,2010-10-20
10124,1,9,27,29,34,1,6,124686109,0,0,16,228498,72653166,2010-10-23
10125,1,7,9,14,19,9,12,139208970,0,0,11,302559,66663335,2010-10-25
10126,3,5,9,13,33,5,11,152381273,0,0,7,462186,66524806,2010-10-27
10127,3,22,24,30,33,4,10,153984522,1,9402165,8,299467,75260848,2010-10-30
10128,6,17,19,29,35,2,8,128813670,5,5336802,46,23371,70281583,2010-11-01
10129,14,15,24,25,26,3,7,113066453,3,5417181,101,12000,70819039,2010-11-03
10130,5,6,9,10,34,8,11,127117024,0,0,25,139806,77341875,2010-11-06
10131,10,15,22,28,29,4,12,141390723,0,0,17,184772,68740049,2010-11-08
10132,18,21,23,25,29,6,11,146945257,1,10000000,11,357575,69621078,2010-11-10
10133,11,16,17,21,22,3,6,154666909,1,10000000,14,310906,75926041,2010-11-13
10134,9,12,13,19,30,4,5,152182011,1,6676733,91,12000,67662077,2010-11-15
10135,14,17,19,26,32,3,4,168417353,0,0,16,251710,70738679,2010-11-17
10136,3,13,18,30,33,7,8,163749436,2,7136430,61,43566,79923031,2010-11-20
10137,22,27,28,33,35,9,11,136378484,6,5292116,59,18665,70991878,2010-11-22
10138,8,12,14,19,27,5,6,127814283,3,6430176,40,61380,71201049,2010-11-24
10139,3,13,16,19,29,7,9,115572235,3,6390150,34,95872,76745173,2010-11-27
10140,6,18,20,30,31,3,6,123567697,0,0,49,40534,70653318,2010-11-29
10141,5,11,17,23,33,3,10,112242527,3,6236078,67,34901,71550574,2010-12-01
10142,10,11,19,21,27,4,6,116594989,1,10000000,33,106314,78555350,2010-12-04
10143,10,16,18,22,27,6,8,114682941,2,7695984,20,169558,70677872,2010-12-06
10144,2,11,16,22,31,10,11,131231569,0,0,17,234732,70224248,2010-12-08
10145,18,19,27,28,33,3,6,108303265,5,5603773,37,52420,75190565,2010-12-11
10146,14,17,30,31,34,4,10,117052228,0,0,36,60756,67029732,2010-12-13
10147,1,15,19,21,23,11,12,133025584,0,0,13,299969,66009262,2010-12-15
10148,3,4,8,10,35,2,6,148564727,0,0,18,197322,74147240,2010-12-18
10149,5,22,24,25,30,1,6,148967896,1,8501320,21,159604,68713293,2010-12-20
10150,5,24,28,29,35,1,9,162060141,0,0,14,229688,70254401,2010-12-22
10151,1,10,32,33,35,3,8,97069214,10,5282115,77,30417,75884305,2010-12-25
10152,2,5,18,22,23,7,12,106070691,1,5000000,32,92418,67198522,2010-12-27
10153,6,7,16,24,35,4,6,108744805,1,10000000,28,106954,67696029,2010-12-29
11001,7,8,15,32,34,5,12,106264493,2,7506561,36,83136,72601190,2011-01-01
11002,11,13,27,28,29,2,6,114577721,0,0,82,22713,63595435,2011-01-03
11003,1,24,27,30,31,1,6,116751373,1,9782435,25,118966,66980266,2011-01-05
11004,7,8,10,23,25,7,9,130793921,0,0,23,147428,76345453,2011-01-08
11005,1,7,25,27,30,7,12,148709393,0,0,12,346192,68602032,2011-01-10
11006,2,8,16,26,35,11,12,93810617,8,5474021,31,96769,68116097,2011-01-12
11007,14,24,32,33,35,2,9,104675282,0,0,48,51369,71802234,2011-01-15
11008,1,23,26,27,30,5,6,98414874,2,6728099,43,67768,65912879,2011-01-17
11009,9,10,11,14,24,3,8,104135936,1,5000000,16,172225,65249173,2011-01-19
11010,4,8,10,14,27,5,7,120840432,0,0,14,271617,73127513,2011-01-22
11011,2,17,23,24,30,2,9,132249188,0,0,24,112679,65868407,2011-01-24
11012,3,12,19,25,30,8,11,127667330,2,6806047,40,51675,67808306,2011-01-26
11013,5,8,14,28,30,4,6,139951606,0,0,29,86205,75146172,2011-01-29
11014,2,14,20,21,24,2,9,155416933,0,0,15,254573,68783676,2011-01-31
11015,8,18,19,22,23,1,3,164947287,0,0,29,85859,61116088,2011-02-09
11016,15,20,30,33,35,6,9,177165752,0,0,30,86197,74768258,2011-02-12
11017,16,19,24,26,31,2,4,190209245,0,0,19,172191,67218101,2011-02-14
11018,16,22,24,32,34,2,10,204559462,0,0,14,242197,71591148,2011-02-16
11019,8,21,23,27,33,6,11,190984829,3,5819512,58,29891,86106831,2011-02-19
11020,9,12,19,22,28,1,5,204915970,0,0,27,119069,75264171,2011-02-21
11021,1,9,13,17,30,2,8,216528880,0,0,31,83696,77486022,2011-02-23
11022,9,14,24,25,34,1,4,235318601,0,0,27,167019,88756676,2011-02-26
11023,5,13,16,18,24,2,12,238779266,1,9775276,16,259878,78141115,2011-02-28
11024,12,15,16,20,33,8,12,247441137,1,10000000,19,220199,79549112,2011-03-02
11025,8,9,25,28,29,2,10,254653894,1,10000000,50,81096,90511689,2011-03-05
11026,1,9,15,20,29,7,9,272445556,0,0,13,320570,82639796,2011-03-07
11027,5,14,25,34,35,2,5,266248099,3,6956120,62,55101,84423224,2011-03-09
11028,1,2,13,17,28,1,4,286700891,0,0,32,148208,91860917,2011-03-12
11029,3,9,17,24,28,6,12,283471208,2,7505209,30,129236,80911079,2011-03-14
11030,15,19,25,30,33,3,8,232471208,9,5000000,112,12000,81778553,2011-03-16
11031,12,17,19,22,35,4,11,250852819,0,0,26,172597,93937733,2011-03-19
11032,7,16,23,31,33,3,10,254707534,1,10000000,29,92828,81643680,2011-03-21
11033,3,19,24,29,33,3,9,256334761,1,9011343,17,207707,83735466,2011-03-23
11034,3,6,9,17,27,3,9,279221801,0,0,29,171438,94247323,2011-03-26
11035,3,4,13,15,32,4,9,298041572,0,0,10,425305,84025048,2011-03-28
11036,3,18,29,30,33,8,9,313269458,0,0,20,197124,85781802,2011-03-30
11037,1,12,14,22,24,10,12,322942088,1,10000000,20,228088,96693251,2011-04-02
11038,7,9,11,13,33,10,12,326387365,1,9768864,16,276455,80422215,2011-04-04
11039,1,11,14,22,34,6,8,327322701,2,8645112,16,264138,85116728,2011-04-06
11040,3,7,15,18,20,1,6,348774894,0,0,20,262412,96069406,2011-04-09
11041,4,5,11,13,25,3,6,341699221,3,7023022,24,168585,87556274,2011-04-11
11042,6,9,18,30,32,10,12,349947313,1,10000000,44,95042,87928876,2011-04-13
11043,2,8,23,33,35,5,10,361242100,0,0,79,34461,93914514,2011-04-16
11044,11,21,24,26,31,6,7,371458144,0,0,50,50826,89608392,2011-04-18
11045,13,21,22,29,31,7,11,387770674,0,0,38,106097,95364376,2011-04-20
11046,9,15,16,19,29,4,6,381020504,2,6927047,112,32524,107968006,2011-04-23
11047,2,15,22,33,35,5,8,386905515,1,10000000,12,320909,96770184,2011-04-25
11048,13,17,25,27,28,2,3,361905515,5,5000000,255,12000,97367653,2011-04-27
11049,5,6,10,22,25,1,9,357714362,2,7258678,39,90625,105382597,2011-04-30
11050,4,7,29,32,33,8,10,360591452,1,10000000,32,84997,87452567,2011-05-02
11051,6,8,12,17,18,5,10,360501853,2,8303466,19,200210,94449532,2011-05-04
11052,13,24,31,32,33,3,9,349623523,4,6520277,41,82066,103826788,2011-05-07
11053,3,16,28,31,32,1,9,372405323,0,0,13,427827,92967750,2011-05-09
11054,5,9,16,26,35,3,10,392030969,0,0,32,137723,96198701,2011-05-11
11055,1,7,31,32,35,2,10,419164003,0,0,40,155267,121919915,2011-05-14
11056,3,5,29,30,31,8,10,414373623,3,9668447,67,75461,113369983,2011-05-16
11057,7,11,30,31,34,9,12,426872297,1,14000000,25,186324,111836045,2011-05-18
11058,1,9,27,32,33,3,6,303872297,21,5162601,221,12000,123623363,2011-05-21
11059,9,16,21,29,34,7,10,328983692,0,0,28,204157,111037756,2011-05-23
11060,3,25,29,32,34,9,10,327233734,2,10961548,33,128205,110273508,2011-05-25
11061,6,7,16,18,20,4,10,325886265,3,9194913,22,282485,119067560,2011-05-28
11062,6,10,17,20,21,3,7,326866617,2,10123166,22,237156,104437410,2011-05-30
11063,10,17,18,26,32,1,5,348759449,0,0,28,181307,103484742,2011-06-01
11064,1,6,27,30,34,1,6,362140610,1,15000000,23,301345,114835819,2011-06-04
11065,3,11,14,25,34,1,4,375078277,1,14000000,27,182044,96759634,2011-06-06
11066,6,13,18,20,33,9,10,395795484,0,0,36,127883,102319445,2011-06-08
11067,10,17,22,24,32,3,10,367347891,5,6720822,88,23547,117519124,2011-06-11
11068,1,13,16,18,32,7,9,380952965,1,14000000,9,617126,105704934,2011-06-13
11069,3,5,28,29,33,4,12,377697008,2,9036932,56,61515,105442230,2011-06-15
11070,9,19,22,29,30,2,8,306602546,13,5401149,147,12000,116191211,2011-06-18
11071,27,31,33,34,35,4,6,299596663,2,7998038,184,12000,105844387,2011-06-20
11072,3,11,13,20,35,3,8,319871133,0,0,30,163834,103091748,2011-06-22
11073,13,19,20,22,33,5,11,317666106,2,10844864,43,93341,114496899,2011-06-25
11074,7,16,23,28,31,3,6,138721670,25,5266941,142,21182,102090087,2011-06-27
11075,6,9,20,23,28,6,10,137633524,3,9424856,17,300147,99290929,2011-06-29
11076,18,23,25,29,30,1,2,140694437,2,11353637,25,198796,108032153,2011-07-02
11077,5,8,19,33,34,1,12,149491545,1,14000000,36,112895,94881787,2011-07-04
11078,4,9,16,27,30,2,6,146794221,2,9180172,65,55977,96091331,2011-07-06
11079,1,3,23,30,31,2,10,162610282,1,14000000,19,275371,109599428,2011-07-09
11080,5,12,30,31,32,1,3,180641784,0,0,35,110792,93978157,2011-07-11
11081,4,13,20,21,35,2,9,197429220,0,0,28,129382,95329740,2011-07-13
11082,7,20,25,30,32,5,9,184396669,4,6662493,31,172554,106787273,2011-07-16
11083,6,8,18,20,24,4,8,182379281,2,7660870,73,42336,94242715,2011-07-18
