issue,red1,red2,red3,red4,red5,blue1,blue2,pool_money,first_prize_count,first_prize_money,second_prize_count,second_prize_money,sales_money,date
17009,5,6,8,12,22,3,4,3334512408,1,10000000,76,123464,203513636,2017-01-21
17010,4,10,13,18,35,1,2,3305544582,7,6781359,42,225866,185249696,2017-01-23
17011,5,15,21,29,34,6,9,3296873997,4,7753983,57,140980,193935932,2017-01-25
17012,4,5,24,26,35,7,12,3309200241,2,10000000,48,188622,199177937,2017-02-04
17013,5,12,17,30,34,11,12,3335198533,1,10000000,43,191627,176214923,2017-02-06
17014,4,8,15,24,25,2,5,3358297383,1,10000000,68,119082,173798704,2017-02-08
17015,1,7,19,27,34,1,2,3373917243,3,10000000,83,112410,196382532,2017-02-11
17016,3,13,28,30,33,9,10,3382818218,3,10000000,84,97252,181455349,2017-02-13
17017,4,19,24,26,29,4,6,3392699037,3,10000000,70,124952,182067186,2017-02-15
17018,6,7,10,17,23,1,9,3418876151,2,10000000,52,173164,200875000,2017-02-18
17019,2,6,14,23,25,2,10,3371542925,11,6272113,57,145860,182158151,2017-02-20
17020,16,21,24,27,28,4,7,3350612688,6,6970810,117,54136,181168570,2017-02-22
17021,1,15,17,20,26,6,8,3379016481,1,10000000,89,92353,201103341,2017-02-25
17022,2,3,9,17,24,6,12,3427151759,0,0,39,250053,188485187,2017-02-27
17023,5,8,12,24,34,7,10,3455027875,1,10000000,97,72605,183366943,2017-03-01
17024,21,23,29,32,35,11,12,3471058022,3,10000000,73,131828,206593265,2017-03-04
17025,10,16,19,20,34,4,5,3479144224,2,10000000,49,160881,183593080,2017-03-06
17026,10,14,19,25,32,2,7,3483244837,4,9734049,34,262153,186355566,2017-03-08
17027,8,17,25,33,34,3,11,3480957577,5,8569144,124,66308,206383912,2017-03-11
17028,6,18,22,23,33,9,11,3490596212,3,10000000,75,107131,185993221,2017-03-13
17029,1,6,14,17,29,1,11,3541799422,0,0,59,163414,189003450,2017-03-15
17030,21,22,24,29,34,5,6,3590538407,0,0,83,104627,203209977,2017-03-18
17031,2,16,17,30,32,2,9,3582956408,5,7864769,77,93890,185528267,2017-03-20
17032,2,13,14,18,29,3,9,3612033002,1,10000000,33,243657,190004398,2017-03-22
17033,15,22,23,25,34,5,11,3638317243,2,10000000,75,119443,206676911,2017-03-25
17034,6,12,21,26,29,2,11,3657628827,2,10000000,58,147755,188394105,2017-03-27
17035,14,17,22,30,33,7,12,3606190192,11,6041708,143,49967,191121882,2017-03-29
17036,1,4,9,18,33,2,5,3638673625,1,10000000,67,146181,207193403,2017-04-01
17037,13,15,16,32,34,6,11,3676610111,0,0,172,49161,172182359,2017-04-03
17038,4,5,13,18,27,3,9,3670337332,4,8078810,63,120249,183323685,2017-04-05
17039,5,6,14,17,26,3,8,3696565737,1,10000000,182,42579,202116551,2017-04-08
17040,4,6,10,23,29,9,11,3682847590,5,7343490,112,68767,183016793,2017-04-10
17041,2,4,6,25,31,5,9,3696768216,2,10000000,34,288506,187473970,2017-04-12
17042,2,17,31,33,34,1,7,3699831558,3,9501645,74,110653,202920322,2017-04-15
17043,6,13,22,25,35,9,12,3726032789,2,10000000,39,220005,189775514,2017-04-17
17044,11,16,17,18,25,2,9,3753218411,2,10000000,66,142780,219158986,2017-04-19
17045,1,8,11,21,35,9,12,3791214185,2,10000000,58,198950,236182140,2017-04-22
17046,4,17,20,23,30,2,3,3769992914,7,7154756,116,71833,214822695,2017-04-24
17047,15,19,32,33,34,9,12,3664460457,17,5811339,61,142515,216534177,2017-04-26
17048,7,9,13,15,19,3,10,3661625450,4,8580522,112,80226,233285579,2017-04-29
17049,9,12,14,22,31,5,8,3606049646,11,6055761,86,74686,202400371,2017-05-01
17050,12,14,17,20,28,2,6,3589897237,7,7486392,47,200246,218534565,2017-05-03
17051,14,17,18,22,29,10,11,3636318978,1,10000000,81,124003,241560120,2017-05-06
17052,3,19,24,28,33,4,12,3631157292,4,8229327,93,81082,218340582,2017-05-08
17053,6,19,20,22,26,1,11,3625148136,6,8272809,76,127008,218610023,2017-05-10
17054,16,29,30,32,33,4,5,3591834048,9,6945590,67,146223,237276288,2017-05-13
17055,19,20,22,30,33,3,9,3614943787,2,10000000,87,107343,213671196,2017-05-15
17056,1,4,24,27,32,3,10,3623470204,4,10000000,51,193013,217496898,2017-05-17
17057,12,16,19,23,24,2,5,3589910730,9,6930982,60,178244,237458502,2017-05-20
17058,14,18,20,21,28,3,6,3565690703,8,6986731,107,75857,215638058,2017-05-22
17059,8,11,13,15,17,3,10,3607004261,1,10000000,116,85050,223675219,2017-05-24
17060,9,15,20,26,31,5,12,3538189538,14,5957762,187,35879,245007742,2017-05-27
17061,10,19,23,25,30,2,4,3568226863,1,10000000,116,65013,208653050,2017-05-29
17062,1,4,6,8,28,8,12,3602783336,2,10000000,57,191426,214270896,2017-05-31
17063,18,21,22,24,29,5,11,3561778733,11,6287758,281,24867,234932394,2017-06-03
17064,1,8,20,27,30,3,4,3591742938,2,10000000,78,116875,211131212,2017-06-05
17065,5,11,12,19,28,5,12,3572736762,8,7305373,82,106135,213256921,2017-06-07
17066,11,15,23,26,30,2,11,3583202521,4,10000000,77,140834,231593730,2017-06-10
17067,10,17,18,32,35,10,11,3602210395,2,10000000,134,66107,212851692,2017-06-12
17068,7,8,19,24,27,6,7,3622286671,1,10000000,113,64040,209829116,2017-06-14
17069,10,16,20,23,32,8,11,3655686532,2,10000000,66,151488,228473387,2017-06-17
17070,6,16,18,26,30,2,3,3663920573,4,10000000,69,136834,207995131,2017-06-19
17071,1,4,11,14,33,5,7,3673649899,3,10000000,70,136845,210213519,2017-06-21
17072,1,3,29,32,34,2,5,3724273122,1,10000000,33,346418,228833631,2017-06-24
17073,7,18,28,31,33,1,2,3744836916,3,10000000,43,238884,204516994,2017-06-26
17074,8,10,11,13,17,8,11,3790728402,0,0,59,159161,204843047,2017-06-28
17075,5,11,16,18,35,1,6,3798166893,3,10000000,45,219558,221784822,2017-07-01
17076,2,7,25,30,35,7,12,3809067958,2,10000000,41,224809,200022206,2017-07-03
17077,1,3,4,25,31,6,9,3854394416,0,0,54,157657,199482288,2017-07-05
17078,4,5,27,31,34,3,6,3885958972,2,10000000,67,159068,215807962,2017-07-08
17079,1,17,19,32,33,2,11,3858398294,8,6846376,101,83791,195650788,2017-07-10
17080,8,10,21,30,31,2,5,3863295763,4,9890573,102,72884,195562828,2017-07-12
17081,2,12,15,20,34,1,6,3886662218,3,10000000,46,230358,214440906,2017-07-15
17082,5,13,20,21,25,8,9,3905756159,2,10000000,42,193952,195165466,2017-07-17
17083,2,5,14,22,34,3,9,3942194219,1,10000000,67,135916,196082394,2017-07-19
17084,6,11,14,21,31,9,12,3995626666,0,0,46,233159,212546263,2017-07-22
17085,9,13,14,25,30,2,5,3965099359,7,6665765,237,38310,196537555,2017-07-24
17086,12,15,18,22,31,1,8,3912253586,12,6160458,86,98697,197778070,2017-07-26
17087,3,14,21,29,35,2,6,3955355946,1,10000000,66,162144,217653411,2017-07-29
17088,5,28,31,34,35,8,9,3970858480,3,10000000,55,175572,197682581,2017-07-31
17089,3,5,6,15,18,3,10,3963658497,5,7918368,117,63221,195804666,2017-08-02
17090,3,6,15,22,35,9,11,4007843515,1,10000000,48,223443,213149992,2017-08-05
17091,1,5,7,16,19,3,12,4051343402,0,0,61,153078,195484927,2017-08-07
17092,3,7,9,17,34,4,5,4088257898,0,0,47,163459,195744671,2017-08-09
17093,5,6,17,21,29,2,4,4092641538,5,9617428,74,145415,221236141,2017-08-12
17094,3,5,8,29,33,4,8,4085529699,4,7965144,97,79496,199415092,2017-08-14
17095,15,32,33,34,35,3,12,4049665155,10,6540496,942,15000,201396755,2017-08-16
17096,3,7,9,17,28,4,12,4090375935,1,10000000,95,107135,208897903,2017-08-19
17097,7,14,19,22,34,7,12,4126211909,1,10000000,76,125007,196473148,2017-08-21
17098,6,9,17,30,35,10,11,4147258197,2,10000000,68,113754,196939620,2017-08-23
17099,8,9,17,18,24,3,7,4185748073,1,10000000,53,184138,221193415,2017-08-26
17100,2,5,18,19,31,1,9,4228046475,0,0,71,119712,199482458,2017-08-28
17101,5,15,21,25,29,5,8,4125812710,18,5495812,164,31641,200305918,2017-08-30
17102,1,12,23,24,29,8,12,4163837399,2,10000000,55,213587,224707432,2017-09-02
17103,4,19,20,24,29,3,4,4188619608,2,10000000,53,173350,199164249,2017-09-04
17104,9,11,22,27,30,9,11,4191982211,3,9662472,192,36073,200139054,2017-09-06
17105,4,15,22,24,32,2,9,4224981560,2,10000000,42,268351,224525720,2017-09-09
17106,9,12,18,23,29,2,4,4239006391,3,10000000,76,130216,201806989,2017-09-11
17107,4,10,19,25,27,6,12,4256486299,2,10000000,89,91858,203030002,2017-09-13
17108,1,4,15,21,22,4,9,4268598636,3,10000000,49,219374,224635006,2017-09-16
17109,6,9,19,26,34,5,7,4242085788,6,6758620,95,76612,202094126,2017-09-18
17110,10,14,20,21,35,2,5,4252044900,3,10000000,59,154052,201794687,2017-09-20
17111,2,14,17,26,34,8,12,4289815824,1,10000000,43,251070,220140489,2017-09-23
17112,5,6,20,31,32,6,12,4270236000,6,7219221,88,105157,199283910,2017-09-25
17113,5,8,17,18,23,4,12,4238842403,10,6601551,117,73142,202181819,2017-09-27
17114,6,7,12,18,23,1,12,4288325250,1,10000000,55,207498,221457669,2017-09-30
17115,14,19,20,25,31,6,8,4288831779,3,9023329,172,38436,175963547,2017-10-02
17116,2,27,30,32,33,1,3,4309435912,2,10000000,36,242412,172984540,2017-10-04
17117,5,7,9,24,32,8,10,4307581838,5,8668433,40,220578,207881694,2017-10-07
17118,2,7,16,20,33,3,11,4252457951,11,6287618,57,166932,195121929,2017-10-09
17119,5,7,13,29,35,3,8,4247472952,5,8296832,43,216912,197391000,2017-10-11
17120,8,15,24,26,27,5,6,4223045066,7,6747509,107,63449,216330390,2017-10-14
17121,1,6,12,26,31,1,7,4271765199,0,0,59,149524,199583003,2017-10-16
17122,3,12,18,29,34,3,11,4284527224,3,10000000,72,137357,204853140,2017-10-18
17123,3,15,23,26,32,1,12,4318722376,2,10000000,67,180135,224279189,2017-10-21
17124,3,29,30,32,35,3,8,4351880934,1,10000000,48,179827,201634459,2017-10-23
17125,7,11,18,26,28,4,5,4275162353,16,5652545,255,21874,202527987,2017-10-25
17126,3,4,13,24,33,1,11,4291619493,3,10000000,71,176696,224742436,2017-10-28
17127,2,15,18,21,22,3,10,4224508242,17,5932533,87,81089,202014185,2017-10-30
17128,9,11,13,18,33,2,3,4236702290,3,10000000,47,237346,210460163,2017-11-01
17129,5,17,20,32,33,4,9,4234584571,4,8566848,95,74828,221400965,2017-11-04
17130,5,18,28,33,34,3,4,4269462536,1,10000000,56,177998,205281738,2017-11-06
17131,3,5,8,19,34,1,12,4276365066,4,10000000,68,131810,209769933,2017-11-08
17132,11,17,23,26,27,1,10,4276365066,2,10000000,67,187527,228286369,2017-11-11
17133,15,17,19,32,33,1,3,4363865130,0,0,53,199420,205369201,2017-11-13
17134,7,18,19,32,34,2,10,4384046233,2,10000000,91,105156,209089016,2017-11-15
17135,1,12,15,19,22,2,4,4403766719,4,10000000,59,207123,228099000,2017-11-18
17136,1,11,20,21,22,3,4,4314495402,17,5878930,96,103245,204621999,2017-11-20
17137,1,20,22,28,29,5,7,4236731015,15,6019019,32,297765,208371260,2017-11-22
17138,4,7,9,20,25,2,11,4195563190,13,6550178,69,144104,224706665,2017-11-25
17139,2,6,19,25,32,9,12,4210596967,2,10000000,85,91355,208076169,2017-11-27
17140,10,16,25,26,29,1,5,4219678773,3,10000000,51,185752,210287622,2017-11-29
17141,2,8,21,22,29,3,5,4237389514,3,10000000,69,150239,227842115,2017-12-02
17142,1,5,16,19,28,2,10,4275347171,1,10000000,55,174921,209153464,2017-12-04
17143,6,9,24,29,32,2,7,4282393686,4,10000000,66,147020,209971249,2017-12-06
17144,3,21,23,29,32,10,11,4309699345,3,10000000,76,161804,233101357,2017-12-09
17145,4,7,17,18,19,3,10,4317224774,2,10000000,114,72192,213369884,2017-12-11
17146,1,5,11,14,35,9,10,4318480826,4,9143114,99,90710,213122165,2017-12-13
17147,5,16,17,25,34,1,11,4367250718,1,10000000,73,151991,229737246,2017-12-16
17148,19,27,31,32,35,11,12,4364959468,4,8582365,60,151203,211263443,2017-12-18
17149,10,18,19,25,26,4,12,4407904079,1,10000000,102,102805,216816379,2017-12-20
17150,3,6,10,13,18,9,11,4457502260,1,10000000,41,282679,235911666,2017-12-23
17151,5,6,23,28,32,4,5,4464946961,3,10000000,52,198440,211995741,2017-12-25
17152,2,4,7,23,28,2,8,4466541182,4,9200875,89,102532,214887235,2017-12-27
17153,1,9,24,26,34,9,12,4478126302,4,10000000,70,162593,236928410,2017-12-30
18001,1,13,22,25,35,3,4,4479674483,4,9138300,47,249848,215274808,2018-01-01
18002,12,20,23,27,34,1,6,4443585959,11,6484151,77,108436,208431222,2018-01-03
18003,4,21,23,24,30,9,10,4440647604,5,8556199,60,172793,226801109,2018-01-06
18004,4,9,22,28,30,1,10,4445675467,4,9787367,56,186520,205801716,2018-01-08
18005,4,9,23,24,30,8,11,4435847449,6,7758568,174,48824,208354385,2018-01-10
18006,19,20,30,32,33,3,5,4483250787,0,0,121,79115,228876959,2018-01-13
18007,3,4,28,31,34,4,11,4504102672,2,10000000,41,263162,210430592,2018-01-15
18008,9,15,17,20,22,10,11,4509562520,3,9822295,47,225457,211879491,2018-01-17
18009,10,12,28,30,34,3,4,4570009063,0,0,38,338952,230281073,2018-01-20
18010,24,25,26,28,29,4,12,4588018755,2,10000000,74,136700,209455315,2018-01-22
18011,3,13,15,23,26,1,10,4641173456,0,0,37,309639,203498133,2018-01-24
18012,3,22,24,29,34,7,11,4635213010,6,8218993,109,92558,218599858,2018-01-27
18013,8,24,31,33,35,7,10,4684812702,0,0,43,245948,203090721,2018-01-29
18014,14,16,18,24,31,1,8,4726825681,1,10000000,53,188566,203817985,2018-01-31
18015,4,13,15,18,29,5,11,4753653322,2,10000000,59,155659,220572521,2018-02-03
18016,1,2,12,13,23,9,12,4766514256,3,10000000,81,108508,202835116,2018-02-05
18017,4,19,21,23,31,4,9,4771863108,3,9929207,37,262613,202520718,2018-02-07
18018,6,8,13,24,28,6,12,4824492674,0,0,63,176906,226108418,2018-02-10
18019,10,11,19,21,28,5,12,4865933980,1,10000000,42,250933,206501821,2018-02-12
18020,1,10,13,14,21,9,12,4908324787,1,10000000,45,251143,223552917,2018-02-14
18021,5,6,8,9,15,4,11,4941852651,1,10000000,84,101227,233520667,2018-02-24
18022,2,10,19,33,35,5,6,4988506161,0,0,43,223044,202288216,2018-02-26
18023,12,13,18,21,29,2,8,5016451627,1,10000000,72,110789,203587803,2018-02-28
18024,2,16,24,30,32,4,7,5038602897,3,10000000,29,383935,230080943,2018-03-03
18025,7,8,9,15,34,7,8,5047617317,3,10000000,46,203072,207433913,2018-03-05
18026,1,2,3,4,30,3,5,5074912532,2,10000000,108,82611,205938359,2018-03-07
18027,1,18,20,21,26,4,11,5085962016,3,10000000,39,257805,222637440,2018-03-10
18028,4,19,25,30,35,4,7,5125941530,1,10000000,60,175366,210397698,2018-03-12
18029,3,9,21,25,29,1,8,5134052855,3,10000000,81,112385,211962307,2018-03-14
18030,5,18,21,28,32,9,11,5152546013,2,10000000,130,68015,230478981,2018-03-17
18031,3,8,13,17,23,5,11,5184093714,1,10000000,83,115734,211527559,2018-03-19
18032,7,10,17,32,35,5,12,5225006750,1,10000000,59,161202,211403323,2018-03-21
18033,2,3,19,23,34,4,9,5198381632,9,6877616,113,65866,231061109,2018-03-24
18034,8,11,22,27,32,3,7,5196338763,5,8607549,110,78334,212117050,2018-03-26
18035,5,7,10,12,24,7,11,5244871082,0,0,73,129707,211060885,2018-03-28
18036,11,17,18,21,27,7,8,5297754793,0,0,54,207387,227859939,2018-03-31
18037,1,3,27,30,31,2,11,5323867872,2,10000000,52,183389,205790103,2018-04-02
18038,14,23,25,31,32,1,3,5339234513,3,10000000,39,263418,198878775,2018-04-04
18039,2,7,14,29,32,10,11,5364269644,2,10000000,84,109752,217344524,2018-04-07
18040,5,7,18,27,31,1,8,5411665761,0,0,122,70652,211513034,2018-04-09
18041,1,23,25,31,33,1,12,5445163138,3,10000000,57,213838,253422570,2018-04-11
18042,3,19,25,29,35,5,9,5327068941,19,5684224,122,65084,265007165,2018-04-14
18043,3,6,13,28,33,4,11,5239147674,17,5925049,73,113999,256568992,2018-04-16
18044,2,4,6,18,21,5,8,5268779121,2,10000000,111,86924,265929558,2018-04-18
18045,2,5,20,30,35,5,9,5283900535,4,10000000,71,171739,283210997,2018-04-21
18046,10,20,22,29,32,5,10,5268370217,7,7630443,55,196032,257284500,2018-04-23
18047,3,8,10,14,20,4,8,5293491487,3,10000000,62,183363,258398718,2018-04-25
18048,2,3,11,20,25,2,7,5318104005,3,10000000,56,204437,276622481,2018-04-28
18049,4,7,9,10,13,6,12,5368233194,0,0,63,147438,230788528,2018-04-30
18050,22,24,26,34,35,6,12,5422293094,1,10000000,52,225430,241836897,2018-05-02
18051,9,18,28,29,35,3,11,5447396941,2,10000000,79,130027,263978006,2018-05-05
18052,5,16,18,19,25,2,7,5447819442,4,8985806,95,103357,240438756,2018-05-07
18053,11,16,21,23,25,2,12,5515804329,0,0,49,252575,247482667,2018-05-09
18054,9,10,12,20,30,1,7,5465203784,13,6617083,122,91172,266905172,2018-05-12
18055,3,7,20,33,34,9,10,5505823357,1,10000000,78,125126,247382161,2018-05-14
18056,2,4,16,28,34,5,7,5556714938,1,10000000,66,160241,242284907,2018-05-16
18057,13,19,22,27,28,5,6,5533435106,7,7295419,105,101615,263782813,2018-05-19
18058,9,11,12,26,32,4,10,5563764270,1,10000000,117,68635,239072621,2018-05-21
18059,1,9,10,27,35,6,11,5611696366,1,10000000,64,165915,242609804,2018-05-23
18060,4,22,27,29,31,2,10,5654020895,2,10000000,55,226490,263797526,2018-05-26
18061,4,10,12,28,31,8,11,5653787525,5,8898996,56,171242,237450953,2018-05-28
18062,12,14,19,23,35,2,7,5703821164,1,10000000,54,196831,238259472,2018-05-30
18063,5,14,15,32,34,3,10,5705403010,4,9167585,83,109249,245622727,2018-06-02
18064,1,3,4,11,29,2,4,5761282472,0,0,65,160419,224954479,2018-06-04
18065,7,10,28,31,32,8,10,5772639586,3,10000000,119,75369,220810457,2018-06-06
18066,1,20,23,32,33,1,4,5813704069,2,10000000,57,203548,239793134,2018-06-09
18067,3,7,12,18,31,7,10,5854895390,1,10000000,67,139612,219756324,2018-06-11
18068,8,12,16,26,33,5,6,5874936454,2,10000000,72,105371,196468042,2018-06-13
18069,1,8,13,21,24,2,11,5885037873,3,10000000,35,304461,241142640,2018-06-16
18070,2,5,10,16,30,4,7,5919039404,1,10000000,52,166567,211903935,2018-06-18
18071,2,5,23,30,31,3,9,5949658808,1,10000000,33,266396,214566154,2018-06-20
18072,5,12,17,24,26,1,2,5981278505,2,10000000,61,166210,224650873,2018-06-23
18073,13,19,24,25,29,2,8,5972044398,5,7758350,118,67694,201563745,2018-06-25
18074,3,9,12,28,30,4,12,5909727592,11,6048382,117,68364,199597596,2018-06-27
18075,1,6,12,20,34,4,12,5958857007,1,10000000,80,165012,220535723,2018-06-30
18076,7,18,28,29,32,6,8,5950663010,4,7818546,127,55940,199580156,2018-07-02
18077,1,6,9,15,26,8,9,5981630962,1,10000000,69,122792,203843593,2018-07-04
18078,7,11,12,22,30,3,6,5999253266,2,10000000,101,80657,218580534,2018-07-07
18079,3,4,10,27,29,1,5,5968985976,9,6597056,150,53079,202323374,2018-07-09
18080,7,16,24,26,31,10,11,5956453500,6,7560939,100,79192,200930992,2018-07-11
18081,2,10,13,21,35,1,12,5995484438,1,10000000,74,153574,220990027,2018-07-14
18082,1,2,14,17,18,8,10,6046964394,0,0,49,202544,202664331,2018-07-16
18083,7,12,25,27,28,10,11,6060893274,3,10000000,57,186650,203396776,2018-07-18
18084,6,11,17,22,35,11,12,6114274675,0,0,60,170820,221782319,2018-07-21
18085,1,2,14,25,31,5,7,6119215421,4,9772486,48,203649,203720742,2018-07-23
18086,16,22,24,29,31,4,5,6147152397,2,10000000,26,359527,202039886,2018-07-25
18087,3,14,19,23,25,1,4,6170422461,3,10000000,60,185287,221733708,2018-07-28
18088,8,9,21,25,33,1,8,6175967288,3,9965868,47,209895,201070776,2018-07-30
18089,26,27,28,32,34,6,10,6185259533,3,10000000,188,43376,198789849,2018-08-01
18090,6,20,24,33,34,4,11,6215638458,1,10000000,38,222618,214323707,2018-08-04
18091,6,22,26,28,31,1,7,6239379715,2,10000000,50,200300,200209093,2018-08-06
18092,5,7,14,18,19,4,10,6271921898,1,10000000,61,138724,203960013,2018-08-08
18093,3,11,16,18,33,3,11,6289602123,2,10000000,71,133969,219900805,2018-08-11
18094,11,16,25,30,34,8,10,6342519469,0,0,40,250003,204437453,2018-08-13
18095,7,14,18,29,35,5,12,6304083968,10,6232202,169,33847,201899050,2018-08-15
18096,13,14,20,28,34,6,10,6319451570,3,10000000,67,137285,224999849,2018-08-18
18097,10,12,14,18,23,1,4,6344726748,2,10000000,26,407484,205831161,2018-08-20
18098,2,15,18,25,27,5,7,6340719923,5,8366389,54,145237,203730773,2018-08-22
18099,12,13,16,20,21,1,7,6343983973,6,9356006,33,344348,222690897,2018-08-25
18100,6,20,21,26,30,6,9,6342598373,4,8691899,42,179521,200023810,2018-08-27
18101,3,14,15,23,29,4,5,6308725026,8,6369457,213,31199,198499936,2018-08-29
18102,6,7,13,22,24,10,12,6342068179,2,10000000,71,145812,224197222,2018-09-01
18103,14,24,26,28,35,2,3,6391571458,0,0,31,311015,202609595,2018-09-03
18104,1,13,14,26,28,7,11,6430739174,1,10000000,40,253224,203640357,2018-09-05
18105,1,16,19,20,31,2,7,6452487726,3,10000000,62,170599,219284141,2018-09-08
18106,4,14,17,24,31,1,4,6472172226,2,10000000,84,107492,204182024,2018-09-10
18107,7,8,9,10,22,3,4,6469261221,5,8520138,84,102992,207148979,2018-09-12
18108,9,10,24,31,32,7,12,6512454344,1,10000000,40,257386,214909384,2018-09-15
18109,10,16,23,25,34,2,5,6515974853,3,9587170,37,234571,193599346,2018-09-17
18110,6,19,21,27,28,3,11,6499010024,6,7219659,136,56279,199222858,2018-09-19
18111,3,16,27,28,32,4,5,6520081923,3,10000000,48,212799,215472949,2018-09-22
18112,3,7,8,9,29,9,10,6521875291,3,9319980,88,76560,193514083,2018-09-24
18113,8,12,27,31,33,4,8,6557535636,1,10000000,68,132991,204939053,2018-09-26
18114,12,18,26,28,29,5,6,6552450316,6,8262635,77,121614,224148934,2018-09-29
18115,2,6,13,18,25,1,2,6535370887,5,7251127,118,63538,188986085,2018-10-01
18116,1,14,17,21,33,7,10,6524536540,6,7638767,48,168431,182177791,2018-10-03
18117,7,11,13,22,29,3,8,6498990134,8,6746812,104,66007,217651581,2018-10-06
18118,4,5,14,21,34,6,9,6485845808,6,7363770,43,156425,211508812,2018-10-08
18119,6,9,11,16,35,2,5,6481977558,5,8385832,56,157655,212932980,2018-10-10
18120,21,22,25,27,30,8,9,6502829135,3,10000000,148,67950,234821953,2018-10-13
18121,6,7,21,29,30,1,10,6520734499,2,10000000,91,105372,207915429,2018-10-15
18122,8,9,21,30,31,5,12,6530054426,4,10000000,116,78493,214571833,2018-10-17
18123,6,9,29,32,35,2,4,6522610651,6,8116254,91,109271,234208723,2018-10-20
18124,8,10,12,19,20,10,11,6524154322,3,9217353,156,50320,216443708,2018-10-22
18125,7,16,20,21,34,4,6,6522197027,5,8680527,80,123236,219795983,2018-10-24
18126,11,13,15,21,27,5,6,6554917405,2,10000000,82,132076,237550025,2018-10-27
18127,1,3,4,11,29,8,12,6564347966,3,10000000,75,137148,217690667,2018-10-29
18128,11,12,14,16,26,8,9,6594664860,2,10000000,54,188100,220324605,2018-10-31
18129,4,7,21,22,29,3,6,6576364115,7,7175014,112,76600,235940348,2018-11-03
18130,3,4,16,18,25,1,11,6590885413,3,10000000,50,209777,217325653,2018-11-05
18131,12,14,21,32,33,2,11,6635339455,1,10000000,49,225327,216536327,2018-11-07
18132,3,16,22,23,27,1,4,6678376013,1,10000000,56,202991,239163144,2018-11-10
18133,8,12,14,15,19,1,10,6657631974,9,7330640,52,208470,217396050,2018-11-12
18134,4,5,19,31,35,2,12,6685696823,2,10000000,39,270324,216189491,2018-11-14
18135,14,19,23,27,34,6,12,6728041749,2,10000000,32,370365,234501139,2018-11-17
18136,3,11,12,19,21,5,11,6745147509,2,10000000,89,92040,211832625,2018-11-19
18137,7,10,22,23,33,8,11,6774793860,1,10000000,103,88777,213366740,2018-11-21
18138,1,23,24,28,33,4,5,6820616434,1,10000000,45,240097,235550538,2018-11-24
18139,5,11,16,28,35,6,9,6818142501,4,8554761,57,146124,211260296,2018-11-26
18140,1,6,8,12,15,3,4,6827035600,4,10000000,43,236579,214669161,2018-11-28
18141,3,7,23,26,33,4,9,6821675414,7,8326917,86,115479,229878514,2018-12-01
18142,19,24,28,29,34,10,11,6821793738,5,8947164,62,149099,209733653,2018-12-03
18143,4,7,20,22,33,1,2,6875246343,0,0,34,311374,209812542,2018-12-05
18144,6,17,18,24,31,7,11,6852100778,7,6993911,167,49772,218318880,2018-12-08
18145,9,18,29,31,33,6,11,6863931453,3,10000000,62,155126,203937312,2018-12-10
18146,3,8,9,13,33,1,2,6915052805,0,0,59,168531,205362986,2018-12-12
18147,1,11,26,33,35,2,10,6972210324,0,0,38,303491,223971838,2018-12-15
18148,2,6,24,33,34,2,3,6967866677,6,8411469,154,74522,208136096,2018-12-17
18149,1,7,10,11,20,3,6,6956714763,5,7744487,73,118605,207515954,2018-12-19
18150,5,12,13,31,34,10,12,7002968220,1,10000000,56,222053,225791549,2018-12-22
18151,4,8,18,29,30,3,7,7018219322,2,10000000,103,84762,207291663,2018-12-24
18152,2,4,5,12,28,8,11,7064136608,0,0,54,165467,205613392,2018-12-26
18153,3,6,7,8,21,1,8,7088689110,2,10000000,81,129621,226088197,2018-12-29
18154,14,22,23,26,30,3,5,7118917925,1,10000000,45,203203,211659213,2018-12-31
19001,6,18,23,26,28,3,12,7142421311,3,10000000,52,198774,210010629,2019-01-02
19002,2,7,14,22,31,1,7,7151049695,3,10000000,128,73021,225241300,2019-01-05
19003,4,8,18,20,32,10,12,7201268804,0,0,47,208522,207380158,2019-01-07
19004,15,16,17,31,32,3,9,7161063055,11,6339208,156,48698,204580697,2019-01-09
19005,21,26,27,29,34,5,6,7179285216,2,10000000,159,56877,226883398,2019-01-12
19006,14,17,19,25,30,4,8,7179104849,3,8889205,89,73858,211569980,2019-01-14
19007,3,12,16,29,32,1,5,7231975347,0,0,74,147545,212856147,2019-01-16
19008,3,8,17,20,24,6,11,7175235779,15,6366438,71,152933,235369276,2019-01-19
19009,3,9,15,18,26,6,12,7221191570,0,0,106,81098,208724945,2019-01-21
19010,3,7,24,25,27,2,12,7255514505,2,10000000,42,249760,213767581,2019-01-23
19011,4,12,13,16,17,4,9,7282068516,2,10000000,66,143243,229215164,2019-01-26
19012,5,9,17,18,19,7,10,7270412609,5,7293176,144,38914,208049284,2019-01-28
19013,8,10,15,17,18,1,8,7261573924,6,7771123,80,94273,209355520,2019-01-30
19014,12,14,20,28,31,9,11,7281902287,3,10000000,113,85181,252453111,2019-02-02
19015,2,5,10,13,30,4,6,7318529721,1,10000000,57,179336,200905382,2019-02-11
19016,3,5,13,16,28,2,6,7335987177,2,10000000,38,285331,199463845,2019-02-13
19017,1,5,7,22,25,3,4,7345788306,3,10000000,89,111800,224354188,2019-02-16
19018,3,18,19,26,34,6,12,7368392285,2,10000000,84,125429,206286685,2019-02-18
19019,4,11,19,25,32,1,2,7344326745,3,10000000,118,334715,240747642,2019-02-20
